,Year,Country,Activity,Sex,dead
915,1962,australia,surf,Unknown,No
916,1961,australia,surf,M,Yes
917,1960,australia,surf,M,No
918,1960,australia,surf,M,No
919,1959,australia,surf,M,No
920,1959,australia,surf,M,No
921,1959,australia,surf,M,No
922,1958,australia,surf,M,No
923,1958,australia,surf,M,No
924,1957,australia,surf,M,No
925,1956,australia,surf,M,No
926,1956,australia,surf,M,No
927,1955,australia,surf,M,Yes
928,1953,australia,surf,M,No
929,1952,australia,surf,M,No
930,1952,australia,surf,M,No
931,1951,australia,surf,M,No
932,1951,australia,surf,M,No
933,1950,australia,surf,M,No
934,1950,australia,surf,M,No
935,1949,australia,surf,M,Unknown
936,1949,australia,surf,M,No
937,1948,australia,surf,M,No
938,1947,australia,surf,M,No
939,1944,australia,surf,M,No
940,1942,australia,surf,M,No
941,1938,australia,surf,M,No
942,1937,australia,surf,M,No
943,1936,australia,surf,M,No
944,1936,australia,surf,M,Yes
945,1936,australia,surf,M,Unknown
946,1935,australia,surf,M,No
947,1935,australia,surf,M,No
948,1934,australia,surf,M,No
949,1933,australia,surf,M,No
950,1929,australia,surf,M,No
951,1929,australia,surf,M,No
952,1929,australia,surf,M,Yes
953,1929,australia,surf,M,Yes
954,1927,australia,surf,M,No
955,1922,australia,surf,M,Yes
956,1918,australia,surf,M,No
957,1915,australia,surf,M,No
958,1910,australia,surf,M,No
959,2018,south africa,surf,M,No
960,2018,south africa,surf,M,No
961,2017,south africa,surf,F,No
962,2017,south africa,surf,M,No
963,2016,south africa,surf,M,No
964,2016,south africa,surf,M,No
965,2015,south africa,surf,M,No
966,2015,south africa,surf,M,No
967,2015,south africa,surf,M,No
968,2015,south africa,surf,M,No
969,2014,south africa,surf,M,No
970,2013,south africa,surf,M,No
971,2013,south africa,surf,M,No
972,2013,south africa,surf,M,No
973,2012,south africa,surf,M,No
974,2011,south africa,surf,M,Unknown
975,2011,south africa,surf,M,Yes
976,2011,south africa,surf,M,No
977,2011,south africa,surf,M,No
978,2011,south africa,surf,M,No
979,2011,south africa,surf,M,Yes
980,2010,south africa,surf,M,No
981,2010,south africa,surf,M,No
982,2010,south africa,surf,M,No
983,2010,south africa,surf,M,No
984,2009,south africa,surf,M,Unknown
985,2009,south africa,surf,M,Yes
986,2009,south africa,surf,M,No
987,2009,south africa,surf,M,Yes
988,2008,south africa,surf,M,No
989,2008,south africa,surf,M,No
990,2007,south africa,surf,M,No
991,2007,south africa,surf,M,No
992,2006,south africa,surf,M,No
993,2006,south africa,surf,M,No
994,2006,south africa,surf,M,No
995,2006,south africa,surf,M,No
996,2005,south africa,surf,M,No
997,2005,south africa,surf,M,No
998,2005,south africa,surf,M,No
999,2005,south africa,surf,M,No
1000,2005,south africa,surf,M,No
1001,2004,south africa,surf,M,No
1002,2004,south africa,surf,M,No
1003,2004,south africa,surf,M,No
1004,2004,south africa,surf,M,No
1005,2004,south africa,surf,M,No
1006,2003,south africa,surf,Unknown,No
1007,2003,south africa,surf,M,No
1008,2002,south africa,surf,M,No
1009,2002,south africa,surf,M,No
1010,2001,south africa,surf,M,No
1011,2001,south africa,surf,M,No
1012,2000,south africa,surf,M,No
1013,2000,south africa,surf,M,No
1014,2000,south africa,surf,M,No
1015,2000,south africa,surf,M,No
1016,1999,south africa,surf,M,No
1017,1999,south africa,surf,M,No
1018,1999,south africa,surf,M,No
1019,1998,south africa,surf,M,No
1020,1998,south africa,surf,M,No
1021,1998,south africa,surf,M,No
1022,1998,south africa,surf,M,No
1023,1998,south africa,surf,M,No
1024,1998,south africa,surf,M,No
1025,1998,south africa,surf,M,No
1026,1998,south africa,surf,M,No
1027,1998,south africa,surf,M,Yes
1028,1997,south africa,surf,M,No
1029,1997,south africa,surf,M,Yes
1030,1996,south africa,surf,M,No
1031,1996,south africa,surf,M,No
1032,1996,south africa,surf,M,No
1033,1984,south africa,surf,M,No
1034,1994,south africa,surf,M,Yes
1035,1994,south africa,surf,M,No
1036,1994,south africa,surf,M,No
1037,1994,south africa,surf,M,No
1038,1993,south africa,surf,M,No
1039,1992,south africa,surf,M,No
1040,1990,south africa,surf,F,Yes
1041,1990,south africa,surf,M,No
1042,1990,south africa,surf,M,No
1043,1989,south africa,surf,M,No
1044,1989,south africa,surf,M,No
1045,1989,south africa,surf,M,No
1046,1989,south africa,surf,M,No
1047,1988,south africa,surf,M,No
1048,1988,south africa,surf,M,No
1049,1988,south africa,surf,F,No
1050,1988,south africa,surf,M,Unknown
1051,1987,south africa,surf,M,No
1052,1986,south africa,surf,M,No
1053,1986,south africa,surf,M,No
1054,1986,south africa,surf,M,No
1055,1985,south africa,surf,M,No
1056,1985,south africa,surf,M,No
1057,1984,south africa,surf,M,No
1058,1984,south africa,surf,M,No
1059,1983,south africa,surf,M,No
1060,1983,south africa,surf,M,No
1061,1983,south africa,surf,M,No
1062,1982,south africa,surf,M,No
1063,1982,south africa,surf,M,No
1064,1982,south africa,surf,M,Yes
1065,1981,south africa,surf,M,No
1066,1981,south africa,surf,M,No
1067,1981,south africa,surf,M,No
1068,1981,south africa,surf,M,No
1069,1980,south africa,surf,M,No
1070,1979,south africa,surf,M,No
1071,1978,south africa,surf,M,No
1072,1977,south africa,surf,M,No
1073,1976,south africa,surf,M,No
1074,1975,south africa,surf,M,No
1075,1975,south africa,surf,M,No
1076,1974,south africa,surf,M,No
1077,1974,south africa,surf,M,No
1078,1973,south africa,surf,M,No
1079,1971,south africa,surf,M,No
1080,1967,south africa,surf,M,No
1081,1966,south africa,surf,M,No
1082,1965,south africa,surf,M,No
1083,1964,south africa,surf,M,No
1084,1964,south africa,surf,M,No
1085,1963,south africa,surf,M,Yes
1086,1957,south africa,surf,M,No
1087,1951,south africa,surf,M,No
1088,1951,south africa,surf,M,No
1089,1950,south africa,surf,M,Yes
1090,1947,south africa,surf,M,No
1091,1946,south africa,surf,M,No
1092,1944,south africa,surf,M,Yes
1093,1928,south africa,surf,M,No
1094,1927,south africa,surf,M,No
1095,2011,papua,surf,M,No
1096,2014,nz,surf,M,No
1097,2012,nz,surf,M,No
1098,2011,nz,surf,M,No
1099,2009,nz,surf,M,No
1100,2007,nz,surf,F,No
1101,2006,nz,surf,M,No
1102,2004,nz,surf,M,No
1103,2000,nz,surf,F,Yes
1104,2000,nz,surf,M,No
1105,1999,nz,surf,M,No
1106,1971,nz,surf,M,No
1107,1968,nz,surf,M,No
1108,1966,nz,surf,F,Yes
1109,1962,nz,surf,F,No
1110,2018,usa,fishing,M,No
1111,2017,usa,fishing,M,No
1112,2017,usa,fishing,F,No
1113,2017,usa,fishing,M,No
1114,2017,usa,fishing,M,No
1115,2017,usa,fishing,M,Unknown
1116,2017,usa,fishing,M,No
1117,2017,usa,fishing,M,No
1118,2016,usa,fishing,M,No
1119,2016,usa,fishing,M,No
1120,2016,usa,fishing,M,No
1121,2016,usa,fishing,Unknown,No
1122,2016,usa,fishing,M,No
1123,2016,usa,fishing,M,No
1124,2016,usa,fishing,M,No
1125,2016,usa,fishing,M,No
1126,2016,usa,fishing,M,No
1127,2016,usa,fishing,M,No
1128,2016,usa,fishing,M,No
1129,2015,usa,fishing,F,No
1130,2015,usa,fishing,M,No
1131,2015,usa,fishing,M,No
1132,2015,usa,fishing,M,No
1133,2015,usa,fishing,M,No
1134,2015,usa,fishing,M,No
1135,2015,usa,fishing,M,No
1136,2015,usa,fishing,M,No
1137,2015,usa,fishing,M,No
1138,2015,usa,fishing,M,No
1139,2015,usa,fishing,M,No
1140,2015,usa,fishing,M,No
1141,2015,usa,fishing,M,No
1142,2015,usa,fishing,F,No
1143,2015,usa,fishing,F,No
1144,2015,usa,fishing,M,No
1145,2015,usa,fishing,M,No
1146,2015,usa,fishing,M,No
1147,2015,usa,fishing,M,No
1148,2014,usa,fishing,F,No
1149,2014,usa,fishing,M,No
1150,2014,usa,fishing,M,No
1151,2014,usa,fishing,M,No
1152,2014,usa,fishing,M,No
1153,2014,usa,fishing,F,No
1154,2014,usa,fishing,M,No
1155,2013,usa,fishing,M,Yes
1156,2013,usa,fishing,M,No
1157,2013,usa,fishing,M,No
1158,2013,usa,fishing,M,No
1159,2013,usa,fishing,F,No
1160,2013,usa,fishing,M,No
1161,2013,usa,fishing,M,No
1162,2012,usa,fishing,Unknown,No
1163,2012,usa,fishing,M,No
1164,2012,usa,fishing,F,No
1165,2012,usa,fishing,M,No
1166,2012,usa,fishing,F,No
1167,2012,usa,fishing,M,No
1168,2012,usa,fishing,M,No
1169,2011,usa,fishing,M,No
1170,2011,usa,fishing,M,No
1171,2011,usa,fishing,F,No
1172,2011,usa,fishing,F,No
1173,2011,usa,fishing,M,No
1174,2011,usa,fishing,M,No
1175,2011,usa,fishing,M,No
1176,2011,usa,fishing,M,No
1177,2011,usa,fishing,M,No
1178,2011,usa,fishing,M,No
1179,2010,usa,fishing,M,No
1180,2010,usa,fishing,M,No
1181,2010,usa,fishing,M,No
1182,2010,usa,fishing,M,No
1183,2010,usa,fishing,M,No
1184,2010,usa,fishing,F,No
1185,2010,usa,fishing,M,No
1186,2009,usa,fishing,M,No
1187,2009,usa,fishing,M,No
1188,2009,usa,fishing,M,No
1189,2009,usa,fishing,F,No
1190,2009,usa,fishing,M,Unknown
1191,2009,usa,fishing,M,No
1192,2009,usa,fishing,M,No
1193,2008,usa,fishing,M,No
1194,2008,usa,fishing,F,No
1195,2008,usa,fishing,M,No
1196,2008,usa,fishing,F,No
1197,2008,usa,fishing,M,No
1198,2008,usa,fishing,M,Unknown
1199,2008,usa,fishing,F,No
1200,2008,usa,fishing,M,No
1201,2008,usa,fishing,M,No
1202,2008,usa,fishing,M,No
1203,2008,usa,fishing,M,No
1204,2007,usa,fishing,M,No
1205,2007,usa,fishing,F,No
1206,2007,usa,fishing,F,No
1207,2007,usa,fishing,M,No
1208,2007,usa,fishing,M,No
1209,2007,usa,fishing,F,No
1210,2007,usa,fishing,F,No
1211,2007,usa,fishing,Unknown,No
1212,2007,usa,fishing,M,No
1213,2006,usa,fishing,M,No
1214,2006,usa,fishing,F,No
1215,2006,usa,fishing,M,No
1216,2006,usa,fishing,F,No
1217,2006,usa,fishing,M,No
1218,2006,usa,fishing,M,No
1219,2006,usa,fishing,M,No
1220,2006,usa,fishing,M,No
1221,2006,usa,fishing,M,No
1222,2006,usa,fishing,M,No
1223,2005,usa,fishing,M,No
1224,2005,usa,fishing,M,No
1225,2005,usa,fishing,F,No
1226,2005,usa,fishing,F,No
1227,2005,usa,fishing,M,No
1228,2005,usa,fishing,M,No
1229,2005,usa,fishing,F,No
1230,2005,usa,fishing,M,No
1231,2005,usa,fishing,M,No
1232,2004,usa,fishing,M,No
1233,2004,usa,fishing,M,No
1234,2004,usa,fishing,M,No
1235,2004,usa,fishing,M,No
1236,2003,usa,fishing,F,No
1237,2003,usa,fishing,M,No
1238,2003,usa,fishing,M,No
1239,2003,usa,fishing,F,No
1240,2003,usa,fishing,M,No
1241,2003,usa,fishing,M,No
1242,2002,usa,fishing,M,No
1243,2002,usa,fishing,M,No
1244,2002,usa,fishing,M,No
1245,2002,usa,fishing,M,Yes
1246,2002,usa,fishing,M,No
1247,2002,usa,fishing,M,No
1248,2002,usa,fishing,M,No
1249,2002,usa,fishing,F,No
1250,2001,usa,fishing,M,No
1251,2001,usa,fishing,M,No
1252,2001,usa,fishing,M,No
1253,2001,usa,fishing,Unknown,No
1254,2001,usa,fishing,M,No
1255,2001,usa,fishing,F,No
1256,2000,usa,fishing,M,No
1257,2000,usa,fishing,M,No
1258,2000,usa,fishing,M,No
1259,2000,usa,fishing,F,No
1260,2000,usa,fishing,F,No
1261,2000,usa,fishing,F,No
1262,2000,usa,fishing,M,No
1263,2000,usa,fishing,M,No
1264,2000,usa,fishing,M,No
1265,2000,usa,fishing,M,No
1266,1999,usa,fishing,M,No
1267,1999,usa,fishing,F,No
1268,1999,usa,fishing,F,No
1269,1999,usa,fishing,M,No
1270,1999,usa,fishing,M,No
1271,1999,usa,fishing,F,No
1272,1999,usa,fishing,M,No
1273,1998,usa,fishing,M,No
1274,1998,usa,fishing,M,No
1275,1997,usa,fishing,F,No
1276,1997,usa,fishing,M,No
1277,1997,usa,fishing,M,No
1278,1997,usa,fishing,M,No
1279,1997,usa,fishing,M,No
1280,1996,usa,fishing,M,No
1281,1996,usa,fishing,M,No
1282,1995,usa,fishing,M,No
1283,1995,usa,fishing,F,No
1284,1994,usa,fishing,F,No
1285,1994,usa,fishing,M,No
1286,1994,usa,fishing,F,No
1287,1994,usa,fishing,M,No
1288,1994,usa,fishing,M,No
1289,1993,usa,fishing,M,No
1290,1993,usa,fishing,M,No
1291,1992,usa,fishing,M,No
1292,1992,usa,fishing,M,No
1293,1992,usa,fishing,M,Unknown
1294,1992,usa,fishing,M,Unknown
1295,1992,usa,fishing,M,Unknown
1296,1991,usa,fishing,M,Yes
1297,1991,usa,fishing,M,No
1298,1991,usa,fishing,F,No
1299,1991,usa,fishing,M,No
1300,1990,usa,fishing,M,No
1301,1990,usa,fishing,F,No
1302,1990,usa,fishing,M,Yes
1303,1989,usa,fishing,M,No
1304,1989,usa,fishing,M,Unknown
1305,1989,usa,fishing,M,No
1306,1989,usa,fishing,M,No
1307,1989,usa,fishing,M,No
1308,1988,usa,fishing,F,No
1309,1988,usa,fishing,M,No
1310,1987,usa,fishing,M,No
1311,1987,usa,fishing,F,No
1312,1987,usa,fishing,M,No
1313,1986,usa,fishing,M,No
1314,1986,usa,fishing,M,Yes
1315,1985,usa,fishing,M,No
1316,1985,usa,fishing,M,No
1317,1985,usa,fishing,M,No
1318,1985,usa,fishing,M,No
1319,1985,usa,fishing,M,Unknown
1320,1985,usa,fishing,F,No
1321,1985,usa,fishing,Unknown,No
1322,1984,usa,fishing,M,No
1323,1984,usa,fishing,F,Unknown
1324,1984,usa,fishing,M,No
1325,1984,usa,fishing,M,No
1326,1983,usa,fishing,M,No
1327,1983,usa,fishing,Unknown,No
1328,1983,usa,fishing,M,No
1329,1983,usa,fishing,M,No
1330,1982,usa,fishing,F,No
1331,1981,usa,fishing,M,No
1332,1981,usa,fishing,M,Unknown
1333,1981,usa,fishing,M,No
1334,1981,usa,fishing,M,Yes
1335,1981,usa,fishing,M,No
1336,1981,usa,fishing,M,No
1337,1980,usa,fishing,F,No
1338,1979,usa,fishing,M,Yes
